hotel_name,name,rating,review
Guest House dan kost Timlo Solo,Tatya H.P.,4.0,(Translated by Google) Good food...good service....clean and strategic place...... (Original) Masakan enak...pelayanan baik....tempat bersih dan strategis......
Hills Joglo Villa,Yhouga Pratama,5.0,"Best place to stay in Ungaran, not far from Ungaran city, the food was great, suitable for low budget staycation or with family 👪Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Hills Joglo Villa,Arjono Pta,5.0,"Lovely place and we feels homie surounded with rice field and we could even hear the cricket and frog at nite, fresh air and also good vibrant for escape the routine."
Hills Joglo Villa,Viel Family YouTube channel,2.0,"Very thin blanket (just like just bed sheet), insects inside villa including cockroach. Spider web is everywhereRooms: 1/5 | Service: 3/5 | Location: 2/5 …More"
Hills Joglo Villa,Gunawan Wibisono,4.0,"A great place for family gathering also great for new marriage couples, because this place it's quit romantic either. It's an ancient javaneese style resort. There are a lot antiques collection from Sriwijaya and Majapahit Kingdom centuries ago (7C-14C). A little bit pricey but it's worth to try."
Hills Joglo Villa,Agung Hindriyastomo,3.0,"Asked for extra bed, said that the housekeeping already went off duty (???).. Asked for extra pillow, said that no extra pillow available Air Conditioner is leaking water, and said that they can't fix them untill january 2nd.. no solution but extra careful when stepping outside the front door.. So sad.. nice atmosphere, though"
Hills Joglo Villa,Theaquienhp Hp,4.0,A nice place for families to have a vacation. It can also be used for gathering. The environment is so green and the atmosphere is like in the country side...
Hills Joglo Villa,Lucia Desthie Hapsari,5.0,A very interesting place to visit. Good atmosphere.
Hills Joglo Villa,Aryan Putry,4.0,"Peaceful place to stay at. Its so calm, the weather is nice and the service is good. But, the price is a bit too expensive."
Hills Joglo Villa,Riska Russell,5.0,Nice place. Good food. Good ambience. You can also bring your dog here
Hills Joglo Villa,wismoretna nugroho,4.0,Nice place but unfortunately just only one bathroom in joglo 2
Hills Joglo Villa,Petani Jambu kristal Kebumen078,5.0,Ok
Hills Joglo Villa,Ganjar Yudha M,4.0,nice place with javanese nuance like wooden joglo build...a bit spooky but still great :D
Hills Joglo Villa,Tita Wahyu Utami,4.0,"Nice place, and here you can feel javanase heritage. You can try the restaurant, villa and swimming pool too."
Hills Joglo Villa,andhie ananta,3.0,dusty and need to fogging to avoid dengue
Hills Joglo Villa,Imelda Agustina,4.0,"Nice ambience, food too expensive, service too long"
Hills Joglo Villa,Novita Sari,5.0,GoodRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Hills Joglo Villa,ton suwartono,4.0,Good place to leisure..back to nature..
Hills Joglo Villa,Firdaus Desain,4.0,Awesome placeRooms: 4/5 | Service: 4/5 | Location: 4/5 …More
Hills Joglo Villa,Eddy Pangkal Eko,4.0,Good classic Java place for family weekend.
Hills Joglo Villa,Healthy Cendol 18 Kota Solo,1.0,"Villa not reccomended,,,Rooms: 1/5 | Service: 1/5 | Location: 1/5 …More"
Hills Joglo Villa,ardy polii,5.0,Nice place for group/family vacation
Hills Joglo Villa,Raka A. Soenarno,4.0,Good for relaxing and nature lover!
Hills Joglo Villa,Atina Fiqha Qinannar,5.0,Nice place to swimming ❤️
Hills Joglo Villa,Pujo Priyanto,5.0,Nice view
Hills Joglo Villa,Just Heart,2.0,Not bad
Hills Joglo Villa,Shakina Moslem,1.0,Bad serviceRooms: 1/5 | Service: 1/5 | Location: 1/5 …More
Hills Joglo Villa,liem kikie,5.0,"Natural ambiance, back to nature"
Hills Joglo Villa,aldamarsyah gema,5.0,good
Hills Joglo Villa,Juanita Wattimury,5.0,Enjoy place at Ungaran
Hills Joglo Villa,pak harto,5.0,Sipp
Hills Joglo Villa,3hunt,4.0,Javanese culture...
Hills Joglo Villa,Wahyu Prasetyo Wibowo,5.0,Beautiful place
Hills Joglo Villa,fitriani semangat,5.0,"So relaxing,"
Hills Joglo Villa,Jack Putra,5.0,Favorite place..
Hills Joglo Villa,Wiwit Imam C,4.0,Nice place
Hills Joglo Villa,Leni Fadhilah,5.0,my favourite
Hills Joglo Villa,Rahardjo Djati,4.0,Really nature...
Hills Joglo Villa,Febrian Utama,4.0,Nice place
Hills Joglo Villa,Sam Wahono,5.0,Awesome....
Hills Joglo Villa,Nia bundanya keanu Purnaria,4.0,"(Translated by Google) The rooms are clean, for those who like traditional nuances, the place is very comfortable, cool and beautiful, the swimming pool is clean... the distance between the rooms is very far, because the location is big & a bit deep, so at night the atmosphere is a bit tense / dim , not suitable if you invite the elderly because the parking lot is far from the room & the path is up and down & uneven.. food is standard in taste & variety, all facilities work, only the treadmill is broken (Original) Kamar bersih, buat yg suka nuansa tradisional cocok bgt tempatnya, adem n asri, kolam renang bersih...jarak antar kamar lmyn jauh, karena lokasi byk 🌲 & agak kedalam jadi klo malem suasana agak mencekam/ temaram 😁, kurang cocok klo ajak lansia krn tempat parkir jauh dr kamar & jalan setapak naik turun & g rata..makanan standar rasa & macamnya, semua fasilitas berfungsi cuman treadmill yg rusak"
Hills Joglo Villa,Arditya Pradipta,5.0,"(Translated by Google) Comfortable, Heritage, only at night it's really quiet, perfect for relaxing yourself, but not suitable for cowards (Original) Nyaman, Heritage, cuma klo malem sunyi banget, pas buat nenangin diri, tapi gak cocok buat penakut"
Hills Joglo Villa,M. Prasodjo,1.0,"(Translated by Google) The rules at this hotel are based on information from your receptionist when approaching the end of Ramadan. o> for sahur you will only get bread and tea and if you want rice you can get it at 8 am, at breakfast time. sahur at 8 in the morning sis? o> room service is only available from 9 am to 7 pm, and even then the phone is broken. so you can wa ahead. o> the restaurant is open from 9 am to 6 pm, with an additional comment from Ms. My comment: use it, I'm not sure. and thanks to her friendliness, shortly after seeing the condition of the room, I decided to checkout right away. thanks for the first experience and of course i will never come back. Photo: - a neat mattress next to the bathroom entrance without a door, without a sheet of curtains even without a newspaper to cover. - the sink is visible from outside the door. - the location of the boker will be visible with just a glance of someone standing in the doorway without needing to go through it. (Original) Aturan di hotel ini berdasarkan info dari resepsionis anda dikala mendekati akhir ramadhan ini. o> untuk sahur anda hanya akan mendapatkan roti dan teh dan jika anda ingin nasi bisa mendapatkannya di jam 8 pagi, di jam sarapan. sahur jam 8 pagi mbak? o> room service hanya tersedia dari jam 9 pagi sampai jam 7 malam, itupun telp rusak. jadi anda bisa wa ke depan. o> resto buka dari jam 9 pagi hingga jam 6 sore, dengan tambahan komen dari mbak nya, kalau buat buka puasa bisalah sampe jam 7. komen saya: pake lah kayaknya gak yakin nih. dan berkat keramahan mbak nya, sesaat setelah melihat kondisi kamar, saya memutuskan checkout saat itu juga. terimakasih atas pengalaman pertamanya dan tentu saja saya tidak akan pernah kembali. Foto: - kasur yang rapi bersebelahan dengan pintu masuk kamar mandi tanpa daun pintu, tanpa selembar korden bahkan tanpa koran sebagai penutup. - wastafel yang nampak dari luar pintu. - lokasi boker akan nampak cukup dengan hanya sebuah kerlingan mata seseorang yang berdiri di ambang pintu tanpa perlu melewatinya."
Hills Joglo Villa,Nita Hidayat,5.0,"(Translated by Google) Vacation with family before the pandemic, July 2019, at Hills Joglo Villa, Ungaran, Central Java. Very memorable, we stayed in a room with a glass cupboard containing a collection of reading books. There are books about adventure stories by the famous author, Mark Twain, and other books. The lodging area is spacious, the garden is full of beautiful flowers, birds and other fauna complete the natural atmosphere at this inn. *** Family vacation before pandemic, on July 2019, at Hills Joglo Villa, Ungaran, Central Java. It's so impressed that we could enjoy the small library in our room included Mark Twain's books! The lodging area is spacious with beautiful garden and its fascinating flowers and fauna. *** Photographs by Nita Elvira Hidayat. (Original) Liburan bersama keluarga sebelum masa pandemi, Juli 2019, di Hills Joglo Villa, Ungaran, Jawa Tengah. Berkesan sekali, kami menginap di kamar yang ada lemari kaca berisi koleksi buku² bacaan. Ada buku tentang kisah² petualangan karya penulis kenamaan, Mark Twain, dan buku² lainnya. Area penginapan luas, taman penuh dengan bunga² indah, unggas dan fauna lain melengkapi suasana alam di penginapan ini. *** Family vacation before pandemic, on July 2019, at Hills Joglo Villa, Ungaran, Central Java. It's so impressed that we could enjoy the small library in our room included Mark Twain's books! The lodging area is spacious with beautiful garden and its fascinating flowers and fauna. *** Photographs by Nita Elvira Hidayat."
Hills Joglo Villa,곽기호,5.0,"(Translated by Google) I was under a lot of stress, so I found a quiet place, and it was exactly right. (Original) 스트레스 많아서조용한곳을 찾았는데 정확히 맞았다 친절한 분들 덕분에 머리도 식히고 다음에시간되면 다시가볼 생각이다"
Hills Joglo Villa,Surya Pandawa Jok,4.0,"(Translated by Google) Feels like living in the middle of a rice field Quiet & comfortable atmosphere, accompanied by the sound of frogs & crickets Recommended to relieve fatigue (Original) Serasa hidup di tengah sawah bgt Suasana sunyi & nyaman, ditemani suara kodok & jangkrik Recomended untuk melepas kepenatan"
Hills Joglo Villa,Azam Habibi,4.0,"(Translated by Google) Fit to attend a wedding, outdoor. It's a shame when the weather is hot, so it feels very hot (Original) Pas menghadiri pernikahan, outdoor. Sayang sekali pas cuacanya terik, jadi terasa sangat panas menyengat"
Hills Joglo Villa,Untung AR Official,4.0,"(Translated by Google) Nice beautiful place, only for me the price of food is relatively expensive. (Original) Tempat bagus asri, cuma bagi saya harga makanan relatif mahal."
Hills Joglo Villa,lintang nur hemas,1.0,"(Translated by Google) At first it was okay, the place was cool but it turned out to be complicated for our family. Middle school finally checked out at 9 pm and other lodgings because it was too commercial. Maybe we exceeded the capacity, when we wanted to pay extra, it turned out to be 150k per person without any facilities. extra bed added again. Want to plug in the keyboard, add 500 thousand. Ok, well, finally, some of us want to go out and we have time to gather and we are given time to junior high school at 8 pm wkwkkwk. The reason is the babinsa rules, but for example, we wanted to pay extra, it's okay, the babinsa. Thank God, we got another inn that could fit everyone with a wider and more comfortable place. kt g just want to stay at the hotel of our home people too, really. cm there is a gathering place and this position is a lot of old people and children, babies. We will not be staying there again and will not recommend it to other people. (Original) awalnya masuk oke tmptnya sejuk tapi ternyata bikin ribet keluarga kami. Smp akhirnya cekout jam 9 an mlm dan cr penginapan lain krn terlalu komersil. Mmg kita melebihi kapasitas, pas mau dibayar tmbahan ternyata diitung per org 150k tanpa fasilitas apapun. extra bed nambah lagi. Mau nyolok keyboard tambah 500rb. Ok yaudah akhirnya mau kluar sebagian kita mnt waktu buat kumpul dan dikasi waktu smp jm 8 mlm wkwkkwwk. alasanya aturan babinsa tp misal kita tadi mau bayar tmbahan ga apa2 ya babinsa nya.Alhamdulillah dpt penginapan lain yg bs muat semua org dg tmpt yg lebih luas dan nyaman. kt g semata2 pgn nginep hotel org rmh kita jg dkt2 kok. cm pgn tmpt ngumpul dan ini posisinya byk org sepuh sepuh dan anak , bayi. Kami sklrga ga akan nginep disana lagi dan g akan merekomendasikan ke org lain."
Hills Joglo Villa,Erna Effendy,5.0,"(Translated by Google) The atmosphere is good like in a village but the shape of the room feels very horror, so scary.. (Original) Suasananya enak seperti di desa tp bentuk ruangannya berasa horror sekali, jadi sereem.."
Hills Joglo Villa,Irwan Satria,4.0,"(Translated by Google) The right place for those who want to enjoy the cool air of Ungaran in a villa with a joglo house model and surrounded by rice fields and trees with ancient Javanese decorations. The parking lot is spacious, there is a swimming pool, the breakfast menu is complete fried rice and market snacks. The service is friendly and pretty clean, although it seems like it hasn't been crowded for a long time during the pandemic, but he said now there have been a lot of guests. The only thing that doesn't fit is that in Joglo 5 the toilets in the rooms are only covered with cloth, maybe so that it's like life in a village. But why doesn't it fit... Continued success for Joglo Villa. (Original) Tempat yang pas bagi yang mau menikmati udara sejuk Ungaran di Villa dengan model rumah joglo dan dikelilingi sawah dan pepohonan dengan hiasan jawa kuno. Parkirannya luas, ada kolam renang, menu breakfastnya nasi goreng lengkap dan jajan pasar. Pelayanan ramah dan lumayan bersih walaupun kayaknya lama sempat ga rame tamunya saat pandemi, tapi katanya sekarang sudah mulai banyak tamunya. Satu hal yang kurang pas hanya di Joglo 5 toilet di kamarnya hanya ditutup pakai kain, mungkin supaya kayak kehidupan di desa ya. Tapi kog ya kurang pas.. Sukses terus untuk Joglo Villa."
Hills Joglo Villa,Srimulyo A. (Smatpril),3.0,(Translated by Google) Haven't had time to sleep yet. Very old javanesse culture. So remember like in Ullen always. (Original) Belum sempat nginap. Sangat berkultur javanesse old. Jadi teringat seperti di ullen sentalu.
Hills Joglo Villa,Hanum,1.0,"(Translated by Google) Had a bad experience here with family, rent 1 villa with a capacity of 12 people The management gives a charge of 150 thousand / person for relatives who want to come to visit the villa if it is more than 8 pm If you want to stay for relatives who come (outside 12 people) you will be charged 400,000 / person The service was very, very unfriendly, we decided to checkout that night too because we got really bad & impolite treatment, after we arranged our things, security came and asked my elderly & elderly parents, have they been taken? my old man said, already And security immediately locks the door, it's a pity that their treatment is not polite to customers, hopefully it can be a lesson to be friendly again (Original) Punya pengalaman buruk disini bersama kluarga, sewa 1 villa dgn kapasitas 12 orang Dari pihak manajemen memberikan charge 150rb/orang buat kerabat yg mau dtg berkunjung di villa jika melebihi jam 8 malam Jika mau menginap utk kerabat yg datang (diluar 12 orang) di berikan charge 400.000/orang Pelayanan sangat amat tidak ramah, kami memutuskan utk checkout malam itu jg karna mendapatkan perlakuan yg sungguh buruk & kurang sopan, stlh kami menata brg2 kami, security datang dan menanyakan ke orang tua saya yg sdh sepuh & lansia, apakah sdh smw dibawa?keDua org tua saya mengatakan, sudah Dan security lgsg mengGembok pintu, sangat disayangkan sekali perlakuan mereka yg krg sopan ke customer, smoga bs menjadi pembelajaran utk bsa ramah lagi"
Hills Joglo Villa,SAASWATI AGENG,1.0,"(Translated by Google) Very bad villa service. The price is expensive, paying 3 million is limited to 12 people. Add people who are charged 150 thousand / person without being given an extra bed. If you want to add an extra bed, it's 250/person. guests are limited to a maximum of 20.00 hours, the boarding house isn't like that, guests can't stay until late at night because they are subject to inspections at Babinsa, that's why they can only be 12 people. But if you pay 250 thousand / person, you don't have to check the babinsa The price of the villa is 3 million but the joglo is really SMALL, singup, dark, dirty, the bathroom is outside the room, the front of the joglo is dark at night there is absolutely no lighting. If you want to plug in the keyboard, you will be charged again 500 thousand. It's no longer enough to just go crazy. Bye😃 (Original) Pelayanan villa sangat buruk. Harga mahal, bayar 3 jt dibatasi 12 orang saja. Nambah orang kena charges 150rb/org tanpa dikasih extra bed. Kalo mau nambah extrabed jadi 250/orang. tamu dibatasi maksimal jam 20.00, kos2an aja ga gitu bgt🤣 tamu ga boleh sampe malem alasan kena sidak babinsa, makanya cm boleh 12 org. Tapi kalo bayar 250rb/orang ga kena sidak babinsa😛 Harga villa 3jt tapi KECILLLL banget joglo nya, singup, gelap, kotor, kamar mandi luar kamar, depan joglo gelap kalo malem sama sekali tdk ada penerangan. Mau nyolokin keyboard kena charges lagi 500rb. Ga lagi2 yaaa cukup sekali aja keblondrok. Bye😃"
Hills Joglo Villa,Raihan Zain,1.0,"(Translated by Google) Very very very disappointing. The place is ugly, dark, the roads are also bad, the rooms are not well maintained and singup like a devil's house, vacation feels like a test of courage, even the mattress also has blood on it, very disgusting One star is too good to rate this place, if there is a star below one star I will rate it (eg half star). Bye!! (Original) Sangat sangat sangat mengecewakan. Tempatnya jelek, gelap, jalan nya juga jelek, kamar nya enggak terawat dan singup kaya rumah setan, liburan berasa uji nyali, bahkan kasurnya juga ada bercak darah, sangat menjijikan Bintang satu kaya nya terlalu bagus deh buat menilai tempat ini, kalo ada bintang dibawah bintang satu bakal saya nilai dengan itu (misal bintang setengah). Bye!!"
Hills Joglo Villa,Nur diah Ayuningtyas,5.0,"(Translated by Google) Staying here the big family is very satisfied. We take 2 large villas. The air is very good, especially in the morning, at night the atmosphere is calm, suitable for resting because there is no noise from the street. Cheap price for a class villa with a Heritage concept (Original) Menginap dsini keluarga besar sangat puas. Kita ambil 2 villa besar. Udaranya sangat bagus apalagi saat pagi hari, saat malam suasana tenang cocok utk beristirahat karena tdk bising suara jalanan. Harga murah utk kelas villa berkonsep Heritage"
Hills Joglo Villa,Caresse Boutique,5.0,"(Translated by Google) Comfortable and nice. The children were very happy to be able to play in the pool and rice fields. Staying in a group with a big family, everyone likes it (Original) Nyaman dan bagus. Anak anak senang sekali bisa main2 di kolam renang dan sawah2. Nginep satu rombongan sm keluarga besar semua pada sukaa"
Hills Joglo Villa,Akhmad Sobirin,5.0,"(Translated by Google) The place is nice, the atmosphere of the countryside is natural and cool (Original) Tempatnya bagus suasana pedesaan yang alami dan sejuk"
Hills Joglo Villa,Ida Rosidah,5.0,"(Translated by Google) The place is nice, highly recommended for family gatherings, the facilities are also adequate..... It's just that when I first arrived, it was a bit scary looking at the villa building ,,, but when I entered, I was normal...... (Original) Tempatnya enak,recomend bgt untuk kumpul keluarga,fasilitasnya jg memadai..... Cuma pas pertama dateng tuh kek agak² serem gitu liat bangunan villa nya 😁😁,,,tapi pas udh masuk mah biasa aja si......"
Hills Joglo Villa,Nina Nimastuti,5.0,"(Translated by Google) Love the atmosphere at the HJV, the atmosphere is beautiful and calm, the polls are quiet... I'm really impressed at the HJV... One of my favorite places.. thank you for the good service.. (Original) Love bgt sama suasana di HJV, suasana asri dan tenang, poll yg sepi... Aku terkesan bgt d HJV... Salah 1 tempat Favorit aku.. terimakasih atas pelayanan yg baik.."
Hills Joglo Villa,Arga Ilham,1.0,"(Translated by Google) So like this, the service is too commercial, visitors after 8 are fined 150k / person, even that can't get an extra bed, if you want an extra bed, pay again wkwkwk.. Not suitable for crowded... (Original) Jadi gini, pelayanan terlalu komersil, bertamu di atas jam 8 didenda150k/orang, Itu pun tidak dapat tambahan bed, kalo mau tambahan bed bayar lagi wkwkwk.. Ga cocok buat rame rame..."
Hills Joglo Villa,Tyas Wikan Nailautar,5.0,(Translated by Google) Villa concept is great. The environment is also very beautiful. Very suitable for staying with a large family. Champion service! Highly recommended. Good job Hills Joglo Villa (Original) Konsep Villa sangat bagus. Lingkungannya juga sangat asri. Cocok banget untuk menginap bersama keluarga besar. Pelayanannya juara! Sangat recommended. Good job Hills Joglo Villa
Hills Joglo Villa,ARGA ILHAM F,1.0,"(Translated by Google) Service is not good. Visitors after 8 hours are subject to a fine of 150 per head. Not suitable for crowds. If it's for a test of guts, it's recommended (Original) Pelayanan tidak baik. Bertamu diatas jam 8 dikenai denda 150 tiap kepala. Tidak cocok untuk orang banyak. Kalo untuk uji nyali recomended"
Hills Joglo Villa,Zaenal Muttaqin,5.0,"(Translated by Google) The place is cool, comfortable(Original)Tempatnya adem,nyaman"
Hills Joglo Villa,Beny Sanjaya,5.0,(Translated by Google) Vintage villa complete with Javanese exotic... A gathering place Pouring out togetherness... In between rice fields with swimming pool and animals... Typical and delicious food (Original) Vintage villa yang lengkap dengan Javanese excotic... Tempat berkumpul Mencurahkan kebersamaan... Di sela-sela sawah padi dengan kolam renang dan satwa... Makanan yang khas dan enak
Hills Joglo Villa,Paijo Gemblung386,5.0,"(Translated by Google) The place is nice, clean, the service is friendly, the food is delicious, the price is also cheap, it's worth it for a villa of that size (Original) Tempatnya bagus, bersih ,pelayanan ramah, makanan enakk, harga jg murah sih wort it buat villa sebesar itu"
Hills Joglo Villa,Natanael Benino,5.0,(Translated by Google) A comfortable place to gather with family. If the night is quiet so good. Too bad the wifi doesn't reach all corners of joglo (Original) Tempat yang nyaman untuk kumpul bersama keluarga. Kalo malam sepi jadi enak. Sayang wifi tidak sampe ke seluruh penjuru joglo
Hills Joglo Villa,Nina Yan,5.0,"(Translated by Google) I ordered a villa for 5 people & got a villa in the middle of the rice fields, close to the pool. the atmosphere is beautiful and cool. delicious food (Original) sy pesan villa utk 5 orang & dapat villa yg ada di tengah sawah, dekat dgn pool. suasana ny asri dan sejuk. makanan ny enak"
Hills Joglo Villa,Elkana Tanuwidjaja,4.0,"(Translated by Google) Unique place, delicious food (Original) Tempatnya unik, makanannya enak"
Hills Joglo Villa,Joshua EHL,4.0,"(Translated by Google) The atmosphere is quiet, good for meetings & gatherings, but not recommended for food (Original) Suasana sunyi sih, enak utk meeting & gathering, tp utk mknannya ga recomended"
Hills Joglo Villa,taufiq muhammad,1.0,"(Translated by Google) a very bad villa for its service even though the location and atmosphere are very good and cool for healing, unfortunately it is not maintained and not maintained properly,, very bad for the management and crew (Original) villa yang sangat buruk untuk pelayanannya padahal lokasinya dan suasananya sangat bagus dan asik buat healing sayang tidak terawat dan tidak di maintenance dengan baik,, sangat buruk untuk manajemen dan kru nya"
Hills Joglo Villa,hera wati,5.0,(Translated by Google) Javanese traditional heritage concept & very beautiful. suitable for those who are bored of modern urban hotels. great place for healing (Original) berkonsep heritage tradisional jawa & sangat asri. cocok buat yg bosan hotel perkotaan modern. cocok bgt buat tempat healing
Hills Joglo Villa,Erti Purnamasari,1.0,"(Translated by Google) very, very bad, not recommended. Nyesel bangettttttttt stay here, from the ugly dark village road access, receptionists like dim shops. Dusty, dirty, dirty, unkempt garden grass. The concept of a villa but only 2 people can, bring a nanny subject to a 150 charge without extra bed and food. If you want extra bed and eat must pay 400 thousand. The entrance to the room far and dark, like a holiday like to test the guts ... It is not suitable to bring a toddler here. Breakfast only gets a plate of fried rice. Just pay a million. Don't understand me with the reviews on Google and online booking places. My advice don't ever come here, don't want to feel so deceived. Feeling sorry for a lifetime. The breakfast is already like in a hostel like this. (Original) sangat amat buruk, not recommended. Nyesel bangettttttttt nginep disini, dr akses jalan kampung gelap jelek, resepsionis macam warung remang2. Berdebu, kumuh, kotor, rumput taman tidak terurus. Konsep villa tapi cuma boleh 2 orang, bawa nanny kena charge 150 tanpa dikasih ektra bed dan makan. Kalo mau ekstra bed n makan kudu bayar 400ribu. Jalan masuk ke kamar jauh dan gelap, mau liburan kaya mau uji nyali... Sangat tidak cocok bawa balita kesini. Sarapan cuma dapet nasi goreng sepiring doang.bayar sejuta loh ini. Ga ngerti saya dengan ulasan2 orang di google maupun d tempat booking online. Saran saya jangan pernah deh kesini, jangan mau berasa banget di tipu. Merasa menyesal seumur hidup. Sarapannya udah macam di losmen kayanya yg begini nih."
Hills Joglo Villa,Darul Arifin Ungaran,5.0,(Translated by Google) Maasya Allah tabaarokalloh The place is cool and comfortable Mother Heni and Friendly family May you be blessed (Original) Maasyaa Alloh tabaarokalloh Tempatnya sejuk nyaman Ibu heni dan keluarga Ramah Semoga tambah berkah
Hills Joglo Villa,Nikita Afghani,1.0,"(Translated by Google) the place is cool, the atmosphere is rural, but unfortunately the service is bad, not friendly, the curtains are dusty, my nephew keeps sneezing, the air conditioner is not cold enough, regret here: "" (Original) tempatnya enak adem suasana pedesaan, tapi sayang pelayanannya buruk, kurang ramah, gorden berdebu ponakan saya jadi bersin2 terus, ac kurang dingin, nyesel kesini:"""
Hills Joglo Villa,Ramadya Galant Agastya,5.0,"(Translated by Google) Affordable prices, suitable for short escape or with family making bbq events. They also accept guests who want to hold a wedding with a limited invitation. Venues with traditional nuances, calming, for seclusion are also suitable because they are far from the main road, there are rice fields and gardens. (Original) Harga terjangkau, cocok buat short escape atau bareng keluarga bikin acara bbq. Mereka juga menerima tamu yang ingin mengadakan acara pernikahan dengan undangan terbatas. Venue dengan nuansa tradisional, calming, buat menyepi juga cocok karena jauh dari jalan utama, ada sawah dan kebun."
Hills Joglo Villa,Arma Setyo Nugrahani,3.0,"(Translated by Google) Good.. but for a resort class.. lacking in facilities.. the price is 700 thousand, how come there is no hot water and the service is just like that. Indeed, the theme is returning to nature... but that doesn't mean the facilities are so simple (Original) Bagus.. tapi untuk sekelas resort.. kurang dalam fasilitas.. harga 700rb kok nggak ada air panas dan pelayanan juga begitu saja. Memang temanya kembali ke alam.. tapi bukan berarti fasilitas seadanya dong"
Hills Joglo Villa,pitunov 72,1.0,"(Translated by Google) definitely not recommended, be careful if you are caught staying more than the quota. Wes lah ojo dibaleni (Original) tidak recomended lah pastinya, hati2 bila kejebak nginap lebih dari quota. Wes lah ojo dibaleni"
Hills Joglo Villa,sofiyan maju,4.0,(Translated by Google) Quiet good for refresing. Family gathering Rural atmosphere. Lots of nice collection of sculptures. The old one also exists. Cleanliness is maintained. Delicious food. Friendly service. At the gym there are many Javanese musical instruments. The front is a wide bird cage. Various types of birds. (Original) Sunyi enak buat refresing. Ngumpul keluarga. Suasana pedesaan. Banyak koleksi patung patung bagus. Yang kuno jg ada. Kebersihan terjaga. Makanan enak. Pelayanan ramah. Di tempat fitnes ada banyak alat musik jawa nya lho. Depannya ada kandang burung luas. Berbagai jenis burung.
Hills Joglo Villa,Ventti Munif,5.0,"(Translated by Google) + If you come here always swimming, at least once a month always swimming + The service is good, friendly + beautiful + spacious parking - It's just a bit long (take a towel, eat, etc.) because the distance is far to the reception. - if it's late at night, you know (Original) + Kalau kesini selalu renang, minimal sebulan sekali selalu renang + Pelayanannya baik, ramah + asri + parkir luas - Cuma memang agak lama (ngambilin handuk, makan, dll) karna jaraknya jauh ke tempat resepsionis. - kalau sudah menjelang malam nakutin"
Hills Joglo Villa,Agus Eko nugroho,5.0,"(Translated by Google) Comfortable, beautiful, cool place. rural atmosphere.. (Original) Tempat nyaman,asri,sejuk .suasana pedesaan.."
Hills Joglo Villa,Achmad Irvan,4.0,(Translated by Google) The food is all delicious! Hopefully Caucasian standards don't change now (Original) Makanannya enak semua! Standart bule moga now ga berubah
Hills Joglo Villa,Chinta Maria,5.0,"(Translated by Google) The location is easy to find even though it looks like it doesn't seem like there are villas around people's houses... if you know The Fountain Mapagan Ungaran... now it's going forward about 100 meters from there The place is good, there are many Joglo buildings...there are villas, restaurants, galleries, swimming pools, there is also a hall for big events such as meetings or reunions For those who like to take lots of good photo spots here..the staff is also friendly..oia for the prices of food and drinks here are standard and affordable (Original) Lokasi mudah ditemukan walaupun terlihat sepertinya tidak yakin ada Villa di sekitar rumah penduduk...klo tau The Fountain Mapagan Ungaran..nah ini maju lagi kira2 100 meter dari situ Tempatnya Bagus banyak bangunan Joglo...ada Villa,Restoran,Galeri,Kolam Renang juga ada Aula untuk acara2 besar seperti Rapat atau Reuni Bagi yang suka foto2 banyak Spot Foto yang bagus disini..pegawainya juga ramah..oia untuk harga makanan dan minuman disini standar dan terjangkau"
Hills Joglo Villa,Dani Ristyawati,5.0,"(Translated by Google) Fun place for photoshoot because the concept of the place is cool, old house with a beautiful rural concept, calm and beautiful. There is a swimming pool that is quite exclusive if you don't like to swim in the crowd, there is a coffee shop too. (Original) Tempat asyik buat photoshoot karena konsep tempatnya keren, rumah jadul dengan konsep pedesaan yang asri, tenang dan indah. Ada kolam renang yang lumayan eksklusive kalau kalian nggak suka berenang dalam keramaian oiya ada coffee shopnya juga."
Hills Joglo Villa,didit pras,5.0,"(Translated by Google) Hills Joglo Villa in my opinion is a villa that I think is quite extraordinary. with a characteristic joglo house. according to the news I received, the joglo is an original joglo house that was previously moved from the holy city. very good service. perfect for a place to relax with family. a place that is so comfortable with cool air. this is a village in the middle of the city. recommended for people ""who are looking for a place to relax (Original) Hills Joglo Villa menurut saya adalah villa yang menurut saya cukup luar biasa. dengan ciri khas rumah joglo. menurut kabar yang saya terima, joglo tersebut merupakan rumah joglo asli yang sebelumnya dipindahkan dari kota kudus. pelayanan yang sangat baik. cocok sekali untuk dijadikan tempat bersantai dengan keluarga. tempat yang begitu nyaman dengan udara yang sejuk. ini adalah sebuah desa yang berada di tengah kota. recomended sekali untik orang"" yang sedang mencari tempat untuk bersantai"
Hills Joglo Villa,Rusdi Rgp,3.0,"(Translated by Google) Unspoiled rural resort with a very rural atmosphere, for the area the resort is very spacious - + 3 to 4 days, can make roads (Original) Resort yg dipedesaan yg masih alami dgn suasana pedesaan banget , utk luas di resort sangat luas - + 3 smpai 4 hktar, bisa buat jln2"
